"","GEOID","GEO_ID","state","place","NAME","CRRALL","CRRINT","RESP_DATE","FSRR2010","dif","popul","hhold","hunit","hhinc","povty","lmeng","hispa","white","black","asian","other","nonwh"
"190","1730029","1600000US1730029","17","30029","Glenwood village, Illinois",71.4,51.3,"2020-08-19",72.4,-1,8766,2954,3396,65441,11.2,1.2,7.4,18.8,70.3,0.4,3.1,81.2
"191","1730120","1600000US1730120","17","30120","Godley village, Illinois",62.4,47.6,"2020-08-19",73.4,-11,651,223,261,49531,15.2,0,1.1,96.9,0,0,2,3.1
"192","1730328","1600000US1730328","17","30328","Golf village, Illinois",85.8,81.7,"2020-08-19",79.2,6.59999999999999,565,153,165,200750,0.4,0,8.3,86.2,0.2,5,0.3,13.8
"193","1731121","1600000US1731121","17","31121","Grayslake village, Illinois",83.1,77.6,"2020-08-19",80.4,2.69999999999999,21195,7940,8090,91420,8,2.5,11.1,73.6,3.9,7.5,3.9,26.4
"194","1731446","1600000US1731446","17","31446","Green Oaks village, Illinois",84.1,77.1,"2020-08-19",85.9,-1.80000000000001,3851,1161,1193,161094,3.6,1.9,4.2,83.2,3.6,6.3,2.7,16.8
"195","1731667","1600000US1731667","17","31667","Greenwood village, Illinois",75,59.4,"2020-08-19",69.1,5.90000000000001,249,95,100,89063,3.6,0,6.4,92.8,0,0.8,0,7.2
"196","1732018","1600000US1732018","17","32018","Gurnee village, Illinois",81,73.8,"2020-08-19",79.2,1.8,30854,11432,11885,93967,4.5,2.4,13.6,62.7,7.3,12.4,4,37.3
"197","1732200","1600000US1732200","17","32200","Hainesville village, Illinois",81.2,75.6,"2020-08-19",81.1,0.100000000000009,3656,1334,1354,86643,3,3.1,18.3,75.2,1.6,2.5,2.4,24.8
"198","1732525","1600000US1732525","17","32525","Hampshire village, Illinois",72.2,66.3,"2020-08-19",77.9,-5.7,5852,1733,1844,102418,5.8,0,4.8,93.8,0,1.4,0,6.2
"199","1732746","1600000US1732746","17","32746","Hanover Park village, Illinois",75.9,68.4,"2020-08-19",73.5,2.40000000000001,38275,11171,11442,74638,10.5,7.5,39.9,35.1,6.3,15.2,3.5,64.9
"200","1775484","1600000US1775484","17","75484","Tinley Park village, Illinois",81.9,72.5,"2020-08-19",81.2,0.700000000000003,56898,21351,22385,76183,8.1,2.9,10.1,81.4,4.3,3,1.2,18.6
"201","1775874","1600000US1775874","17","75874","Tower Lakes village, Illinois",86.9,79.9,"2020-08-19",85,1.90000000000001,1205,401,451,145156,4.6,1,1.2,95.9,2.2,0.2,0.5,4.1
"202","1776706","1600000US1776706","17","76706","Union village, Illinois",78.2,67.2,"2020-08-19",77,1.2,509,168,200,64063,16.9,0,6.7,93.3,0,0,0,6.7
"203","1776935","1600000US1776935","17","76935","University Park village, Illinois",56.9,49,"2020-08-19",61.2,-4.3,7115,2584,3041,53929,7.8,0,2.6,7,85.5,0.3,4.6,93
"204","1777694","1600000US1777694","17","77694","Vernon Hills village, Illinois",78.8,72.7,"2020-08-19",79.3,-0.5,26259,9752,10477,97366,6.2,8.6,12.3,58.7,3,23.1,2.9,41.3
"205","1777993","1600000US1777993","17","77993","Villa Park village, Illinois",77.6,69.1,"2020-08-19",76.3,1.3,21893,8101,8459,71918,8.8,4.8,23.1,65.5,4.8,5.1,1.5,34.5
"206","1778175","1600000US1778175","17","78175","Virgil village, Illinois",67.5,59.3,"2020-08-19",81.2,-13.7,400,127,142,88250,6.3,0,10.3,78.3,11.3,0.3,-0.2,21.7
"207","1778227","1600000US1778227","17","78227","Volo village, Illinois",79.5,75.8,"2020-08-19",71.9,7.59999999999999,4750,1617,1781,93750,2.4,4.3,12.2,81.3,2.9,2.4,1.2,18.7
"208","1778370","1600000US1778370","17","78370","Wadsworth village, Illinois",81.2,71.5,"2020-08-19",84.1,-2.89999999999999,3584,1393,1393,103011,5.6,1.1,5.5,82.5,7.3,2.7,2,17.5
"209","1772052","1600000US1772052","17","72052","Spring Grove village, Illinois",87.8,82,"2020-08-19",86.2,1.59999999999999,5792,2002,2002,112143,2.7,0,4.2,92.9,0,0.8,2.1,7.1
"210","1775081","1600000US1775081","17","75081","Third Lake village, Illinois",88.7,81.7,"2020-08-19",85.1,3.60000000000001,1133,409,424,122708,3.9,0.7,7,92.5,0,0.3,0.2,7.5
"211","1775185","1600000US1775185","17","75185","Thornton village, Illinois",74.1,62.3,"2020-08-19",76.6,-2.5,2478,1033,1103,57774,10.2,0.9,11.8,69.5,15.9,1.6,1.2,30.5
"212","1776160","1600000US1776160","17","76160","Trout Valley village, Illinois",91.3,88.3,"2020-08-19",84.2,7.09999999999999,481,175,191,139375,2.1,0,3.3,94.4,0,1,1.3,5.6
"213","1779293","1600000US1779293","17","79293","Waukegan city, Illinois",61.2,48.8,"2020-08-19",69.5,-8.3,87571,29077,31590,48752,17.5,12.5,55.6,19.4,17,5.3,2.7,80.6
"214","1780047","1600000US1780047","17","80047","Westchester village, Illinois",82.3,72.1,"2020-08-19",82.7,-0.400000000000006,16573,6557,6927,80412,5.4,1.4,21.6,55.3,17.2,3.8,2.1,44.7
"215","1780242","1600000US1780242","17","80242","Western Springs village, Illinois",86.4,80.2,"2020-08-19",86.5,-0.0999999999999943,13227,4401,4586,161563,3.2,0.7,4.8,92.8,0.7,0.9,0.8,7.2
"216","1781087","1600000US1781087","17","81087","Wheeling village, Illinois",71.7,63.6,"2020-08-19",71.5,0.200000000000003,38424,14019,14757,66243,11,16.8,30.6,45.9,3.1,18.2,2.2,54.1
"217","1726987","1600000US1726987","17","26987","Forest View village, Illinois",74.9,63.6,"2020-08-19",79.8,-4.89999999999999,892,290,310,64063,1.6,5.5,50.9,46.9,0,1.1,1.1,53.1
"218","1733383","1600000US1733383","17","33383","Harvey city, Illinois",43.1,25.6,"2020-08-19",53.7,-10.6,24599,8743,11531,28349,33.6,3.6,22.9,3.7,70,1.9,1.5,96.3
"219","1737218","1600000US1737218","17","37218","Indian Creek village, Illinois",84.9,77.6,"2020-08-19",83.5,1.40000000000001,596,190,190,143750,9.8,3.7,7.6,65.3,4,21.5,1.6,34.7
"220","1733331","1600000US1733331","17","33331","Harvard city, Illinois",66.7,55.2,"2020-08-19",69.6,-2.89999999999999,9292,2952,3282,53169,13.2,11.6,49.8,48.8,0.3,0.1,1,51.2
"221","1733435","1600000US1733435","17","33435","Harwood Heights village, Illinois",70.8,59.6,"2020-08-19",70.6,0.200000000000003,8552,3538,3895,60643,12.1,18.8,13.7,73.6,0.5,12,0.2,26.4
"222","1733630","1600000US1733630","17","33630","Hawthorn Woods village, Illinois",82.6,78.9,"2020-08-19",86.3,-3.7,8047,2578,2673,170313,2.4,1.6,2.9,85.2,1.6,9.6,0.7,14.8
"223","1733695","1600000US1733695","17","33695","Hazel Crest village, Illinois",66.3,43.3,"2020-08-19",67.2,-0.900000000000006,13729,5192,5761,51083,16.5,0.6,3.9,8.2,87.1,0.1,0.7,91.8
"224","1734514","1600000US1734514","17","34514","Hickory Hills city, Illinois",72.2,61.8,"2020-08-19",71.2,1,14018,4957,5480,66413,9.2,12,17.9,77.4,3.1,0.6,1,22.6
"225","1734865","1600000US1734865","17","34865","Highwood city, Illinois",68.4,59.9,"2020-08-19",71.3,-2.89999999999999,5361,1994,2094,57321,17.3,10.7,47.9,45.6,3.2,2.6,0.7,54.4
"226","1735086","1600000US1735086","17","35086","Hillside village, Illinois",71.9,61.5,"2020-08-19",69.5,2.40000000000001,8096,2953,3220,53551,7.3,5.2,31.5,21.3,45.1,0.5,1.6,78.7
"227","1735307","1600000US1735307","17","35307","Hinsdale village, Illinois",78.1,72.5,"2020-08-19",77.4,0.699999999999989,17654,5778,6221,188684,2.9,1.6,4.5,81.1,1.2,11.3,1.9,18.9
"228","1735411","1600000US1735411","17","35411","Hoffman Estates village, Illinois",80.5,74.2,"2020-08-19",77.2,3.3,51282,17603,18449,89666,4.5,6.7,16.6,50.1,4.6,25.9,2.8,49.9
"229","1735866","1600000US1735866","17","35866","Hometown city, Illinois",77.9,61.8,"2020-08-19",83.1,-5.19999999999999,4308,1718,1861,49359,8.1,1.5,16.2,79.3,1.2,0.2,3.1,20.7
"230","1735879","1600000US1735879","17","35879","Homewood village, Illinois",80.3,69.1,"2020-08-19",78.9,1.39999999999999,19592,7604,7872,73106,6.2,0.9,5.6,47.5,42.1,2.1,2.7,52.5
"231","1736750","1600000US1736750","17","36750","Huntley village, Illinois",87.1,77.1,"2020-08-19",81.2,5.89999999999999,26486,10992,11712,75597,5,3.6,11.6,78.9,2.1,6,1.4,21.1
"232","1737608","1600000US1737608","17","37608","Inverness village, Illinois",83.7,77.1,"2020-08-19",81,2.7,7747,2702,2896,180541,1.2,2.2,0.8,80.8,0.6,14.9,2.9,19.2
"233","1744225","1600000US1744225","17","44225","Lockport city, Illinois",80.7,73,"2020-08-19",79.5,1.2,25226,8853,9362,84147,5.6,1.4,8.3,87.3,1.8,1.7,0.9,12.7
"234","1754560","1600000US1754560","17","54560","Oakbrook Terrace city, Illinois",55.7,49.9,"2020-08-19",67.5,-11.8,2912,1260,1393,71719,7.1,2,14.2,59.1,4.1,20.1,2.5,40.9
"235","1737894","1600000US1737894","17","37894","Island Lake village, Illinois",80,71.7,"2020-08-19",78.3,1.7,8056,3149,3268,77129,6.6,2.4,14.3,83,0.4,1.3,1,17
"236","1737907","1600000US1737907","17","37907","Itasca village, Illinois",77.4,70.4,"2020-08-19",75.4,2,9042,3463,3603,88878,3.6,3.3,13,77.8,2.2,5.2,1.8,22.2
"237","1738479","1600000US1738479","17","38479","Johnsburg village, Illinois",81,73,"2020-08-19",79.8,1.2,6333,2138,2278,114344,4,1.3,3.9,89.9,0.8,2.4,3,10.1
"238","1738570","1600000US1738570","17","38570","Joliet city, Illinois",70.4,57.1,"2020-08-19",73.6,-3.19999999999999,147957,47360,50988,67504,11.2,6.1,29.6,49.1,16.7,2.1,2.5,50.9
"239","1700243","1600000US1700243","17","00243","Addison village, Illinois",70.2,60.5,"2020-08-19",73.4,-3.2,37089,12608,13137,64377,12.9,14.5,40.6,44.7,3.8,9.4,1.5,55.3
"240","1700685","1600000US1700685","17","00685","Algonquin village, Illinois",84.4,78.2,"2020-08-19",81.4,3,30709,10790,11465,104532,3.2,2.1,6.3,82.6,1.3,8.4,1.4,17.4
"241","1701010","1600000US1701010","17","01010","Alsip village, Illinois",72.9,53.8,"2020-08-19",72.4,0.5,19179,7213,7597,58566,10.2,2.2,21.9,53.3,22.1,1.1,1.6,46.7
"242","1778929","1600000US1778929","17","78929","Warrenville city, Illinois",81.6,75.2,"2020-08-19",78.9,2.69999999999999,13311,4872,5135,81296,7.2,1.9,19,68.9,4.5,5.5,2.1,31.1
"243","1702154","1600000US1702154","17","02154","Arlington Heights village, Illinois",82.1,74.8,"2020-08-19",80.5,1.59999999999999,75724,31070,32563,90835,4.6,6.6,5.6,81.7,1.4,10,1.3,18.3
"244","1703012","1600000US1703012","17","03012","Aurora city, Illinois",71.6,62.9,"2020-08-19",72,-0.400000000000006,200660,63204,66916,69730,12.6,8.5,42.9,36.3,10.6,8.1,2.1,63.7
"245","1703610","1600000US1703610","17","03610","Bannockburn village, Illinois",63.9,57.8,"2020-08-19",76.3,-12.4,1325,225,270,126875,4.4,0.9,8.4,70.1,7.9,9.1,4.5,29.9
"246","1703844","1600000US1703844","17","03844","Barrington village, Illinois",80.1,72.3,"2020-08-19",80.2,-0.100000000000009,10304,3868,4258,115833,4.1,3,6.8,85.7,1,5.2,1.3,14.3
"247","1703883","1600000US1703883","17","03883","Barrington Hills village, Illinois",70,64.4,"2020-08-19",72.8,-2.8,3916,1441,1749,158015,4.8,4.1,1.6,80.9,1.3,15.8,0.4,19.1
"248","1704013","1600000US1704013","17","04013","Bartlett village, Illinois",84.9,78.3,"2020-08-19",83.6,1.30000000000001,41316,13388,14048,105245,4.5,2.6,13.1,67.5,1.6,15.7,2.1,32.5
"249","1704078","1600000US1704078","17","04078","Batavia city, Illinois",81.8,75.1,"2020-08-19",82,-0.200000000000003,26282,9748,10209,92522,5.5,1.2,7.7,86.3,1.9,1.9,2.2,13.7
"250","1704572","1600000US1704572","17","04572","Bedford Park village, Illinois",72.7,63.2,"2020-08-19",80.4,-7.7,514,204,218,71250,2.9,3.4,30.9,69.1,0,0,0,30.9
"251","1704585","1600000US1704585","17","04585","Beecher village, Illinois",79.3,69.9,"2020-08-19",73.5,5.8,4382,1679,1809,73482,3.1,0,3.2,95.6,0.4,0,0.8,4.4
"252","1704975","1600000US1704975","17","04975","Bellwood village, Illinois",69.5,44.1,"2020-08-19",69.5,0,19112,6240,6848,55480,10.6,3.7,17.9,4.2,75.4,1,1.5,95.8
"253","1705976","1600000US1705976","17","05976","Big Rock village, Illinois",79.8,69.5,"2020-08-19",86.2,-6.40000000000001,1318,444,471,86250,4.5,0,3.4,94.2,0.6,0,1.8,5.8
"254","1705248","1600000US1705248","17","05248","Bensenville village, Illinois",65.4,52.7,"2020-08-19",72.2,-6.8,18400,6330,6432,61660,14.4,16.4,49.7,41.7,3.3,4,1.3,58.3
"255","1705404","1600000US1705404","17","05404","Berkeley village, Illinois",76.3,66.2,"2020-08-19",74.4,1.89999999999999,5171,1723,1816,64715,5.3,3.9,36.9,29.2,28.9,3.3,1.7,70.8
"256","1705573","1600000US1705573","17","05573","Berwyn city, Illinois",62.7,53,"2020-08-19",67.7,-5,55949,18225,19788,60811,13.1,8.8,63.2,25.9,6.3,3.5,1.1,74.1
"257","1779267","1600000US1779267","17","79267","Wauconda village, Illinois",78.1,69.6,"2020-08-19",77.4,0.699999999999989,13754,5185,5498,78938,4.7,3.3,22.7,69.4,0.6,6.1,1.2,30.6
"258","1779397","1600000US1779397","17","79397","Wayne village, Illinois",77.4,70.8,"2020-08-19",54.8,22.6,2345,857,987,133233,1.4,0.6,1.7,90.9,0,7.5,-0.1,9.1
"259","1780060","1600000US1780060","17","80060","West Chicago city, Illinois",71.9,63.5,"2020-08-19",72.3,-0.399999999999991,27328,7585,8085,71268,11.6,13.6,52.9,36.5,2.1,8.1,0.4,63.5
"260","1780125","1600000US1780125","17","80125","West Dundee village, Illinois",75.1,68.5,"2020-08-19",77.9,-2.80000000000001,7535,3156,3277,86543,4.8,0.3,5.4,82.4,2.1,9.8,0.3,17.6
"261","1780645","1600000US1780645","17","80645","Westmont village, Illinois",73.9,63,"2020-08-19",71,2.90000000000001,25036,10711,11398,63309,12.6,7,13.8,64.5,6.9,12.8,2,35.5
"262","1781048","1600000US1781048","17","81048","Wheaton city, Illinois",82.8,76.3,"2020-08-19",82.6,0.200000000000003,53480,19195,20228,98544,5.3,2.7,6.3,80.3,4.2,6,3.2,19.7
"263","1781919","1600000US1781919","17","81919","Willowbrook village, Illinois",77.9,68.9,"2020-08-19",74.6,3.30000000000001,8576,3907,4131,71574,5.1,4.1,6.3,70.3,3.7,19.2,0.5,29.7
"264","1782049","1600000US1782049","17","82049","Willow Springs village, Illinois",79.5,70.1,"2020-08-19",78.2,1.3,5696,2091,2223,84321,5.9,2.4,15.3,75.6,2.1,4.4,2.6,24.4
"265","1782075","1600000US1782075","17","82075","Wilmette village, Illinois",84.9,78.8,"2020-08-19",82.8,2.10000000000001,27419,9643,10328,154738,3.3,2.5,2.9,80.3,0.6,13.4,2.8,19.7
"266","1782101","1600000US1782101","17","82101","Wilmington city, Illinois",66.3,54.3,"2020-08-19",74.3,-8,5913,2289,2393,54867,15.2,0.3,8.1,90,0.5,0.9,0.5,10
"267","1782400","1600000US1782400","17","82400","Winfield village, Illinois",84.5,77.6,"2020-08-19",86.6,-2.09999999999999,9708,3946,3988,107216,2.4,0.9,3.4,90,1.2,3.2,2.2,10
"268","1782530","1600000US1782530","17","82530","Winnetka village, Illinois",80.8,75.2,"2020-08-19",79,1.8,12481,4134,4483,220577,2.8,0.2,3.3,89.6,0.1,3.9,3.1,10.4
"269","1782686","1600000US1782686","17","82686","Winthrop Harbor village, Illinois",80.3,70.3,"2020-08-19",79.7,0.599999999999994,6767,2610,2870,87337,2.3,0.4,8.3,86.5,2,1.8,1.4,13.5
"270","1782855","1600000US1782855","17","82855","Wonder Lake village, Illinois",75.9,67.7,"2020-08-19",72.8,3.10000000000001,4219,1658,1717,82434,10,0,11.3,87.9,0,0.8,0,12.1
"271","1782985","1600000US1782985","17","82985","Wood Dale city, Illinois",77.4,65.9,"2020-08-19",77.9,-0.5,13848,5059,5481,67891,7.6,10.1,23.8,66.5,1.3,7,1.4,33.5
"272","1783245","1600000US1783245","17","83245","Woodridge village, Illinois",77.5,71.3,"2020-08-19",74.4,3.09999999999999,33493,13104,13802,85192,6.9,6.7,13.2,62.5,9.1,12.8,2.4,37.5
"273","1783349","1600000US1783349","17","83349","Woodstock city, Illinois",76.5,67.5,"2020-08-19",73.1,3.40000000000001,25198,9485,10123,60940,13.1,1.9,22.9,70.7,3.2,1.5,1.7,29.3
"274","1783518","1600000US1783518","17","83518","Worth village, Illinois",68.5,56.3,"2020-08-19",71.5,-3,10728,3999,4407,58675,10.3,6.1,12.6,82,2.4,1.2,1.8,18
"275","1706704","1600000US1706704","17","06704","Blue Island city, Illinois",57.9,36.6,"2020-08-19",64,-6.1,22636,8036,9246,44727,18.9,5.8,49.1,20.2,27.9,0.4,2.4,79.8
"276","1707133","1600000US1707133","17","07133","Bolingbrook village, Illinois",77.5,71,"2020-08-19",76.1,1.40000000000001,74448,22483,23919,85643,7.2,6.8,25.4,40.3,18.2,11.6,4.5,59.7
"277","1707640","1600000US1707640","17","07640","Braceville village, Illinois",66.6,27.7,"2020-08-19",83.5,-16.9,779,298,356,63077,9.7,0,11.6,86,0,0.6,1.8,14
"278","1707770","1600000US1707770","17","07770","Braidwood city, Illinois",64.7,54,"2020-08-19",67.9,-3.2,6284,2467,3121,63651,10.6,0.8,4.5,92.6,0.3,0.2,2.4,7.4
"279","1709447","1600000US1709447","17","09447","Buffalo Grove village, Illinois",83.2,77,"2020-08-19",79.9,3.3,41329,15580,16064,111435,4.4,7.4,5.5,68.6,2.4,21.7,1.8,31.4
"280","1709531","1600000US1709531","17","09531","Bull Valley village, Illinois",78.2,70.1,"2020-08-19",79,-0.799999999999997,1267,465,495,108542,1.8,0.9,9.6,85,1.3,2.4,1.7,15
"281","1709642","1600000US1709642","17","09642","Burbank city, Illinois",73.4,57.8,"2020-08-19",75.4,-2,28947,9197,9646,59912,11.4,10.9,31,63.3,2.7,1.5,1.5,36.7
"282","1709798","1600000US1709798","17","09798","Burnham village, Illinois",61.4,33.6,"2020-08-19",70.1,-8.7,4189,1457,1635,43983,23.6,6.2,24.4,14.7,60.3,0,0.6,85.3
"283","1710513","1600000US1710513","17","10513","Calumet Park village, Illinois",61.1,35.8,"2020-08-19",67.3,-6.2,8442,3303,3738,47974,18,2.1,7.3,2.3,88.1,0,2.3,97.7
"284","1710487","1600000US1710487","17","10487","Calumet City city, Illinois",59.5,39.3,"2020-08-19",63.4,-3.9,36856,13769,16111,42653,18.9,3.1,15.2,9.8,74.2,0.1,0.7,90.2
